Name,Release date,Price,Average playtime forever,Developers,Publishers,Genres,About the game,Estimate users,Estimated gross profit,Review score,Total days,Extras trophy,Operating System,year
Harvest: Massive Encounter,2009-01-23,7.99,145,Oxeye Game Studio,Oxeye Game Studio,"Strategy,Indie","Harvest: Massive Encounter is an award-winning real-time strategy game with battles of epic proportions and a unique style of resource management and exploration. Build power plants, mineral harvesters and defense towers and make sure they have sufficient energy to fend off endless hordes of evil aliens. The game offers a vast array of possible strategies with these simple rules, and will compel you to try new and better base designs every time. Your objective is simple: Stay alive for as long as possible. Compete on the extensive online high-score lists, form player groups that battle against other groups, or simply try to beat your own record on each of the game's planets. With two scores to beat, three planets to explore and four high-score enabled game modes, you will have a lot to do! Survival Real-Time Strategy Game with Epic Proportions Unique Resource Management that Requires Planning and Creative Thinking Beautiful Rendered 2D Graphics Five Game Modes Ranging from Relaxed to Insane Three Worlds with New Challenges and Discoveries Ten Distinct Enemy Alien Types Five Building Types with Unique Abilities Extensive Online High-scores Unlock all 25 Steam Achievements",140,1118.6,79,5455,25,True,2009
Amazing Adventures Around the World,2009-04-15,4.99,13,SpinTop Games,"PopCap Games, Inc.",Casual,"Pieces of an ancient stone tablet have started turning up around the globe and the Museum needs your help to locate the pieces and find the most expensive gem ever known...the &#147;World Diamond&#148;. Under the direction of the Museum, you must immediately begin your global seek & find adventure. Complete over 100 levels by finding hidden objects and circumventing unique puzzle traps. Travel to 25 unique &amp; exotic locations around the world finding over 2100 hidden objects in 3 different game modes: Find the World Diamond story mode, plus two Unlimited Play game modes which are unlocked after you have found the World Diamond or have found all of the hidden Gems in each location. Take on 8 different types of mini-game puzzles including place-the-differences and spot-the-differences. Good luck on your around the world adventure! Find over 2100 Hidden Objects in over 100 levels. Explore 25 exotic &amp; worldly locations. Play 8 unique mini-game puzzle traps including Spot-the-Differences, Place-the-differences, and many more. Three game modes: Find the World Diamond, Unlimited Seek & Find, and Unlimited Spot the Differences. Find the hidden Gems to unlock the Unlimited game modes. Strive for a Perfect Search bonus by not using Hint. Play against the clock or in Relaxed Mode with no time limits. Unlock interesting facts in your journal as you travel the globe.",64,319.36,39,5373,0,True,2009
The Dig®,2009-07-08,5.99,875,LucasArts,LucasArts,Adventure,"A DEEP SPACE ADVENTURE BY SEAN CLARK IN COLLABORATION WITH FILMMAKER STEVEN SPIELBERG An asteroid the size of a small moon is on a crash course toward Earth, and only NASA veteran Boston Low has the expertise to stop it. Along for the ride are award-winning journalist Maggie Robbins and internationally renowned geologist Ludger Brink. Once the wayward asteroid is nuked into a safe orbit, the trio conducts a routine examination of the rocky surface. What they uncover is anything but routine. Low, Brink and Robbins unwittingly trigger a mechanism that transforms the asteroid into a crystal-like spacecraft. The team is hurtled across the galaxy to a planet so desolate, Brink is moved to name it Cocytus, after the 9th circle of Hell in Dante’s inferno. The bleak landscape was obviously once home to a highly evolved civilization, with remnants of sophisticated architecture, advanced technology and an intricate network of underground tunnels. But no Cocytans. Who were the original inhabitants of this once rich empire-turned-wasteland? What are those apparitions that mysteriously appear from time to time? Why have Low, Robbins, and Brink been brought to this place? And how can Low keep his team from unraveling in the face of such uncertainty? To return to Earth, they must dig for answers, both on the planet’s surface and deep within themselves. From the combined talents of LucasArts and legendary Steven Spielberg comes an epic adventure that plunges headlong into the very core of the unknown. And takes you with it. Nearly 200 locations and hundreds of puzzles Robert Patrick of T2 as the voice of Boston Low Special effects contributed by Industrial Light &amp; Magic Dialogue contributed by award-winning sci-fi writer Orson Scott Card Alluring Wagnerian musical score sets the epic tone",961,5756.39,788,5289,0,True,2009
Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009-08-20,14.99,254,Telltale,Telltale,"Adventure,RPG","About Chapter Two Guybrush's adventures continue on the high seas as pox-plagued pirates lay siege to the innocent Mer-People. In between defending the Mer-People and dodging the persistent pirate hunter hot on his trail, Guybrush manages to catch up to his beloved wife and despised arch-nemesis — but their reunion is short-lived. Now Guybrush must focus on eradicating the Pox of LeChuck before more harm can be done. And as the Mighty Pirate draws closer to a cure, the waters will only grow murkier in this thrilling chapter of the epic saga. About the Series While explosively stripping the evil pirate LeChuck of his demonic mojo, Guybrush Threepwood inadvertently infects the entire Caribbean with the arch-fiend's expelled voodoo, which threatens to transform buccaneers into unruly pirate monsters. Pursued by a notorious cut-throat Pirate Hunter and a creepy French Physician who believes that Guybrush's eerily-infected hand holds the secret of eternal life, Threepwood sails the seven seas in search of La Esponja Grande, a legendary sea sponge with unparalleled voodoo exfoliating abilities. But little does Guybrush know, his quest is part of a larger, more sinister plot, and good and evil are not always as they seem... Who can Guybrush trust? Where can he turn? Everything you think you know will be challenged as Tales of Monkey Island builds to its unexpected finale!",101,1513.99,79,5246,0,True,2009
Red Faction II,2009-08-06,9.99,70,Volition,Deep Silver,"Action,Strategy","Twenty-second century Earth. Five years after the rebellion on Mars. For the last 15 years, Sopot, the corrupt dictator, has oppressed the people of the Commonwealth. His relentless pursuit of unification with the neighboring United Republic has left the country soaked in unnecessary bloodshed and poverty. Propaganda is plastered throughout communities and a Public Information Building, built as a tribute to the self-centered chancellor, spews news broadcasts with claims of victory as more and more soldiers fall victim. Fed up after years on the front lines, a group of super-soldiers injected with nanotechnology vow to replace the dictator and restore peace. Defend your country as Alias, a demolitions expert, with the help of your five squad members, each specializing in their own method of destruction. Fight through diverse levels using vehicles, an arsenal of specialized weapons and massive explosives in your rampage to overthrow the government. Revamped Geo-Mod™ engine — the only FPS with real-time, arbitrary geometry modification All new storyline &amp; characters — fight as a member of an elite squad of six Enhanced graphics and pre-rendered cut scenes for a completely immersive experience Utilize four varied vehicles in combat including a tank, hover flyer and submarine Acquire superior firepower from multiple boss battles Fourteen specialized weapons of mass destruction including dual-handed combinations All new inventory of useful items - health kits, night vision, numerous grenades and more Stealth, puzzle solving and action oriented objectives Advanced AI behavior - AI works in squads and reacts realistically to each combat situation Experience alternate endings based on style of combat - good or bad 'karma'",964,9630.36,58,5260,0,True,2009
Delta Force,2009-06-18,4.99,521,NovaLogic,"NovaLogic,THQ Nordic",Action,"As a member of Delta Force — The Army's Elite, top secret special forces unit — the word 'impossible' is not in your vocabulary. In Delta Force, you will conduct missions swiftly and silently, in every possible terrain, under every imaginable condition and through unconventional means. Features Immersive environment consists of real-world effects, such as bridges that creak, insects that buzz, flocks of birds that form and re-form, and fish that bite. Watch your enemy's every move, listen for their approach then strike with brutal precision over the most heartbreaking pieces of terrain the world has ever seen. Play in either 1st or 3rd person across miles and miles of vast outdoor environments. Engage the enemy over unprecedented distances. Play over 40 gut-wrenching missions across five continents ranging from airfield takedowns in Central Asia to clearing out S. American cartels to stopping Nuclear terrorism in Northern Russia.",464,2315.36,369,5309,0,True,2009
Crusaders: Thy Kingdom Come,2009-10-08,9.99,0,NeocoreGames,Paradox Interactive,Strategy,"It all happened in the darkest century of the medieval Europe, when a visionary Pope ignited the flames of the first crusade and united the rivaling nations for one single cause: to conquer the Holy Land. Crusaders: Thy Kingdom Come tells the challenging, mission-to-mission story of this great campaign through the eye of a chosen knight, and chronicles his struggles to rise higher among the ranks, gaining power and wealth on the road from Constantinople to Jerusalem. Heroes — Crusaders: Thy Kingdom Come offers five notable personalities to choose from, from the five great nations of medieval Europe, each of them with different background, wealth, fighting skills, goals and dreams. The gradual development of the focus character must be familiar from the RPGs: he gains experience, ranks, gets stronger and more effective. Each hero has a different set of skills, which makes every hero different, even the ones from the same nationality if one decides to play the game again from the very beginning. The different skills and starting resources of the five main heroes require various tactics in the battles and offer numerous ways to the final victory. Huge armies on huge battlefields — Crusaders: Thy Kingdom Come offers highly varied terrains that evoke the atmosphere of the faraway lands where the crusaders marched towards Jerusalem – from the Mediterranean pine forests to the barren rock deserts of the Holy Land. The topographic elements (hills, valleys, slopes etc) heavily influence the tactics and the outcome of the battles. It is also the first RTS where physics is one of the most important factors in the game (where rocks tumble down on the slopes, crushing into the ranks of the enemy and send enemy soldiers flying and sprawling on the ground and so on.) Weather conditions and visibility change dynamically, which is not solely a visual element, but it also affects the gameplay, specifically the abilities of the different units and the outcome of their actions. Management — The Management phase is set between missions. The management screen offers various ways to manage the troops, deal with supporting characters, upgrade heroes, spend the acquired ducats or distribute weaponry among the troops and assemble the army for the next battle. The growing army of the hero gets stronger and deadlier after each battle. Soldiers gain experience (just like in the legendary Panzers) and players buy skills for them as well. After several battles with the same old bands of soldiers players tend to treat their veterans more carefully then in most RTS games, which has a strong impact on the tactics as well. Factions — The crusader army in the game is about just as divided as it had been historically. The various power groups of the army are called factions, each with a strong nation in charge and they all offer various submissions for their allies. Players should be careful which the faction they prefer, as they forge ties with one nation they slowly exclude the others; however, a faithful ally will get precious rewards like ducats, special units and skills and finally a new, unique hero. Faith and Relics — In Crusaders: Thy Kingdom Come Faith is an idealized concept of the religious background that sparked and legitimized the military campaign. Faith has strong impact on the overall morale. Christian relics have strong relations with the Faith score: the higher a hero’s Faith is, the more effective these relics boost their abilities. Each hero starts with a unique Faith score that can grow or decrease during the game, depending on his decisions. Historical Authenticity — Crusaders: Thy Kingdom Come wants to be as faithful to the chosen historical era as it is possible in a computer game, which requires some restrictions and necessary modifications. With a colorful cast of supporting characters we present existing historical personalities from the era as antagonists, allies or vassals.",36,359.64,8,5197,0,True,2009
Cooking Dash®,2009-08-12,9.99,102,Aliasworlds Entertainment,PlayFirst,Simulation,"When Cookie the Chef leaves Flo's Diner to pursue a career on a popular reality cooking TV show, there is a shortage of chefs in DinerTown as Cookie invites them all to appear as guest stars. Flo, with her grandmother, help out at all four DinerTown restaurants and ends up hosting with Cookie on a Hollywood set of Flo's Diner! Over 50 levels of game play! Master the art of perfectly prepared meals in five different restaurants! Each new restaurant features a different variety of food to delight customers! 3D rendered characters add dimension to the animation. Upgrades, upgrades, upgrades! The game features decorative upgrades, functional upgrades, and upgrades awarded for successful completion of the levels.",90,899.1,37,5254,0,True,2009
Warfare,2009-07-20,12.99,883,GFI Russia,Game Factory Interactive,Strategy,"Saudi Arabia, one of the world's leading oil suppliers and a key U.S. ally, has been taken over by a highly organized group of radical terrorists. The government is in a state of collapse and turmoil and you have been chosen to lead the United States' armed forces to restore control. Search and destroy using the latest military hardware from the Abrams tank to the Apache helicopter in realistic settings ranging from the open desert to close-quarters infantry combat. Wear down enemy morale by capturing vehicles, weapons and buildings. You'll need elite forces to destroy the world's best-armed fanatics, bent on world-wide economic collapse. The soldiers who survive will gain experience and move with you from mission to mission. Failure is not an option — This is Warfare. Key features: Fight with the latest U.S. &amp; Russian Weapons Systems Dominate real territories created from satellite images Gain experience for your troops by keeping them alive Capture Enemy vehicles and weaponry Destroy everything in your path with realistic physics Shock and Awe your opponents to wear down their morale Hone your tactics in various environments from open desert to urban combat 12 missions for the USA army expeditionary corps",171,2221.29,108,5277,0,True,2009
Midnight Mysteries,2009-09-28,9.99,5,MumboJumbo,MumboJumbo,"Adventure,Casual","The master of macabre, Edgar Allan Poe, leads you on a shadowy journey to finally solve the mystery of his death. As a famed mystery writer, you’re looking for your next cold case to crack when an unexpected visitor hands you the perfect case to get your career moving again. When Edgar leads you through some of his most famous works, The Raven, The Gold Bug, The Mystery of Marie Roget and The Purloined Letter, you’ll collect clues, interview witnesses and piece together the conspiracy behind the death of one of America’s greatest writers. Who killed Edgar? And, why were such measures taken so that no one would ever know the truth? You have 24 hours and ghosts of the past to guide you through Midnight Mysteries: The Edgar Allan Poe Conspiracy! Celebrate 200 years of Poe in this seek and find murder mystery Hidden object adventure lets you crack a 160-year-old case Guided by Poe himself, you'll collect items and clues through his most famous works Solve intriguing puzzles to figure out exactly whodunit!",152,1518.48,57,5207,0,True,2009
Drakensang,2009-03-09,9.99,1009,Radon Labs,DTP Entertainment,RPG,"Drakensang is a third-person party-based RPG based on the pen &amp; paper role-play rules of The Dark Eye. Drakensang is the first PC game for over 10 years to be based on Germany's most successful and popular role-play system. Drakensang builds on the pen &amp; paper rules as applied in version 4.0. The developers have optimized the rulebook specially for the PC realization in order to make the game more accessible. But the essential qualities and the depth of the original rules have not been compromised. Intensive tactical combat and intriguing quests, embedded in a wonderfully detailed 3D graphic presentation  these are the cornerstones of the fantasy epic. Experience an exciting story within a huge campaign involving numerous main and side quests Adventure groups with up to four adventurers Expert character-creation mode for experienced DSA fans More than 40 spells, with over 30 talents and almost 40 special abilities allow a large range of possibilities for character creation Numerous and varied enemies and monsters from the DSA universe, such as linnorms, ogres, undead mules, giant amoeba and many more Story by original DSA authors Rule-compliant implementation of the DSA licence in the tradition of the Nordland Trilogy Tactical combat system with pause function Varied and flexible magic system Talent-based dialogue system",570,5694.3,328,5410,0,True,2009
Majesty 2,2009-09-17,9.99,386,1C:InoCo,Paradox Interactive,"Simulation,Strategy","In the world of Majesty, you are the ruler of the kingdom Ardania. At your service are your loyal and somewhat obnoxious subordinates, who have their own minds about how things should be done. In fact, Majesty is the only game where your heroes decide on their own what should be done and when, leaving you to try to control them through monetary incentives. Key Features Real-time strategy game with indirect control - your heroes have a will of their own. Play through a campaign with 16 missions divided into 4 chapters, as well as a few quick missions and a variety of multiplayer maps. Build the fantasy city of your dreams and experience an engaging world, but beware: monsters are waiting to lay siege to your domain. Defend your realm with noble warriors, spell-wielding wizards or wild barbarians. Choose from more than 10 different classes to oversee the protection of your lands. Multiplayer for up to 4 players over LAN The official sequel to the best-selling game Majesty: The Fantasy Kingdom Sim of 2000.",897,8961.03,341,5218,3,True,2009
Damnation,2009-05-22,9.99,42,Blue Omega Entertainment,"Codemasters,Electronic Arts","Action,Adventure","Evolving the shooter genre with its unique and exhilarating combination of fluid action and combat, Damnation features huge, open environments, frenetic combat, daredevil acrobatics and high-octane vehicle-based stunts. Presenting players with an intense test of reflexes, quick thinking and rapid-fire conflict, Damnation will feature vast, breathtaking landscapes, each covering miles of distance and thousands of vertical feet. Billed as a shooter gone vertical and visually inspired by iconic elements of American history, these massive streaming landscapes will form the battlegrounds for a post-industrial conflict between humanity and an unstoppable arms dealer hell-bent on total world domination. Choose your own paths and navigate the world by performing daredevil feats on the edge of human ability Intelligent enemies will give chase and engage players in frantic gun fights and attacks that can come from any direction Miles of awe-inspiring landscapes and up to three hours of actual gameplay per level A full-range of unique vehicles from wall-riding motorbikes to armour piercing mobile artillery provide high-octane thrills Extensive multiplayer options, including drop-in-drop-out co-op",411,4105.89,-37,5336,0,True,2009
Fatale,2009-11-04,6.99,0,Tale of Tales,Tale of Tales,"Adventure,Casual,Indie","'Salomé, Salomé, dance for me. I pray thee dance for me. I am sad to-night. Yes, I am passing sad to-night. When I came hither I slipped in blood, which is an evil omen; and I heard, I am sure I heard in the air a beating of wings, a beating of giant wings. I cannot tell what they mean .... I am sad to-night. Therefore dance for me. Dance for me, Salomé, I beseech you. If you dance for me you may ask of me what you will, and I will give it you, even unto the half of my kingdom.'​ Salome was a first century Judean princess mentioned in the Christian Bible by Matthew and by Mark. But it is Oscar Wilde's 19th century play Salome that really inspired Fatale. In the Bible, Salome is a child who dances for King Herod and asks the head of John the Baptist as a reward. In Wilde's version, Salome falls in love with the prophet. He rejects her and she has him executed. The play ends with her kissing the lips of his decapitated head. Most of Fatale takes place in the aftermath of this event, when all has turned quiet and the moon brings comfort to troubled hearts. Explore a living tableau filled with references to the legendary tale of Salome and enjoy the moonlit serenity of a fatal night in the orient. Fatale offers an experimental play experience that stimulates the imagination and encourages multiple interpretations and personal associations.​ How to play Fatale: The Cistern: Think of Fatale as a role playing game. We will leave it to your imagination who you are playing. You find yourself in a prison. And the distant sound of music plays overhead. The Terrace: On the terrace your experience is disembodied. FLY: Clicking with the LEFT MOUSE BUTTON you can move forward. RIGHT MOUSE BUTTON: Lets you travel backwards. You will see things differently if you hold either of the mouse buttons down. FLOAT: Use the MIDDLE MOUSE BUTTON you float freely forward. CONTROL: Hold down the SPACEBAR to bring up the aureola. This is your inventory of scenes you can revisit and interact with. Click the letters to return to a still scene. If a space is blank, clicking on it becomes a hint to where you should travel next. EXAMINE: The lights on the terrace invite you to hover over them to block them out. From scene to scene, you have various options for interaction. Your cursor keys pan the view, click &amp; drag allows for camera rotation, and sometimes rolling over or clicking items in these scenes can lead to surprising results. EXPLORE: Above all, since this experience makes few demands, take your time. Notice the small details. Listen to the whispers and echoes. Therein, lies the joy. Allow yourself to fall in love with Salome, now you have all the time in the world. The Dance: An epilogue which appears on restart after each complete playthrough. ESC: If you need help, the ESC key leads you to a summary of context and controls. Fatale is played through first person 3D navigation but its controls may appear somewhat unconventional to the seasoned gamer. ASWD + mouselook navigation can be enabled in the Options menu.",118,824.82,14,5170,0,True,2009
Bad Rats: the Rats' Revenge,2009-07-20,0.99,239,Invent4 Entertainment,Strategy First,Indie,"Bad Rats is a physics puzzle game where rats finally get their bloody revenge on their new prisoners: The cats. Come up with creative solutions for each puzzle using physics, functional objects, and your specially trained Rats. Try different ways of solving each puzzle to finish faster or earn higher scores. Revel in your success as the cat meets a violent demise in any number of humorous ways at the hands of Bad Rats. Comic cartoon violence and cartoon blood Realistic physics simulation 10 Specialist Rats, anxious for revenge 11 different and bloody deaths for cats 10 other functional objects to help you 44 Maps, from easy to very hard Internet and local records Original, cartoon styled characters Challenge your creativity, intelligence and logic Unlock all the Steam Achievements",14671,14524.29,8443,5277,13,True,2009
Everyday Genius: SquareLogic,2009-10-21,4.99,0,TrueThought,TrueThought,"Casual,Indie,Strategy","The next generation of puzzle games is here! Combining simple arithmetic with colorful cages and logical problem solving, this new puzzle game makes sure you never have to guess—and you don’t have to be a math wiz! Everyday Genius: SquareLogic can calculate and display possible solutions automatically—allowing you to spend more time playing and less time tediously jotting down possibilities. With puzzles ranging from first-grade easy to astrophysicist hard, you’ll progress along the path to enlightenment as you build your problem-solving brain power with Everyday Genius: SquareLogic. New types of puzzles never before seen in any game! More than 20,000 puzzles, with over 18 different varieties and 6 different sizes Removes the tedium of first-generation puzzle games by automatically handling notation and possibilities for you No need to be a math wiz; solution possibilities are provided, letting you focus on puzzle-solving logic rather than arithmetic Dazzling array of puzzles, with enough variety to tempt even the most sophisticated puzzle palate—hidden cages, double boards, comparisons, sequences, and more Guide teaches you new ways to look at the problem and arrive at the correct solution Thousands of puzzles at each level to challenge players of all ages and abilities Excellent tutorial",380,1896.2,363,5184,24,True,2009
MDK 2,2009-09-17,9.99,436,BioWare Corporation,Interplay Inc.,Action,"3 Unlikely Heroes, 1 Ultimate Goal Kurt Hectic is back to save the universe. This time he is teamed with the genius Dr. Hawkins and the 6-legged gun-toting robotic dog, Max. Together they must out-sneak, out-blast and out-think their enemies as they attempt to reclaim earth from a vile alien menace.",168,1678.32,102,5218,0,True,2009
Diner Dash:® Hometown Hero™,2009-08-12,9.99,5,PlayFirst,PlayFirst,Simulation,"On a visit to her hometown, Flo and her Grandma Florence take a stroll down memory lane. Bring five restaurants back to life, and meet new customers like the Hungry Man and the Celebrity. Take special care of customers with reservations and place flowers at tables in order to make diners happier. Stuck with a 4-person group and no 4-person tables? Now you can move tables together to create a larger table. Help restore Flo's hometown now! 50 New Story Mode Levels 6 new customers New Reservations feature New Moving Tables feature 'Train' new waiters for each restaurant",199,1988.01,-72,5254,0,True,2009
3D Ultra™ Minigolf Adventures,2009-07-23,9.99,0,Wanako Games,Activision,Sports,"Whether you're a seasoned player or just a beginner, get ready to tee off for a quick and fun match with four animated stylish characters. Putt your way through 36 fun-filled holes of minigolf on 3D designed courses with elevated greens, bunkers, bridges and water hazards, among other crazy obstacles. Also choose from an array of different environments to fit your mood that includes the Classic Carnival, Old West and Outer Space. Carefully Crafted 3D Courses  Sweeping, panoramic views of the holes and mind-bending course designs. 4-Player Multi-Player Mode  Choose from 4 highly detailed playable characters, each with their own personality and distinctive animations. 36 Challenging Holes  Based on three major themes: Classic Carnival, Old West and Outer Space. Creative Game Additions  Collect over-the-top power-ups and avoid imaginative traps to keep the game pace exciting and unpredictable. Customizable Course Editor  Build your own course design by mixing and matching combinations of tees, straights, corners, cups, junctions and ramps.",106,1058.94,30,5274,0,True,2009
Age of Booty™,2009-03-09,0.0,61,Certain Affinity™,Capcom,"Casual,Strategy","Set in the swashbuckling era, Age of Booty™ is a casual real-time strategy game that puts players at the helm of their own pirate ship with the goal of sending your enemies to the briny deep, and looting and capturing towns for your pirate faction. In Age of Booty™, players team up with AI-controlled pirate ships to raid, pillage, sink, and destroy their way to dominance on the high seas. Spoils of war and booty are used to upgrade and customize pirate ships to make them even more deadly as players take on 25 unique challenges and seven of the most devious Pirate Alliances on the high seas. Create custom maps using the intuitive map creation system. Single player real-time action strategy from Certain Affinity, lead by Max Hoberman, designer of Halo 2 and 3's multiplayer game. Raid villages, sink merchants, seize towns, steal gold, upgrade your pirate ship and use your guns and your wits to send your foes to the briny deep. Master 25 unique maps or create your own.",197,0.0,-45,5410,0,True,2009
Hearts of Iron III,2009-08-07,9.99,351,Paradox Development Studio,Paradox Interactive,Strategy,"Hearts of Iron III lets you play the most engaging conflict in world history, World War 2, on all fronts as any country and through multiple different scenarios. Guide your nation to glory between 1936 and 1948 and wage war, conduct diplomacy and build your industry in the most detailed World War 2 game ever made. Features: Play as any nation from 1936 to 1948, more than 150 countries to choose from. Control the oceans with aircraft carriers, submarines and battleships and use your air force to defend your skies, support your naval and ground forces, and to bomb your enemies Thousands of historically accurate real-world military commanders and politicians. Realistic military command AI with unprecedented levels of interaction In-depth diplomatic and political system. Historical accuracy combined with an unparalleled level of freedom of choice More than 10,000 land provinces makes the game five times more detailed than HoI2 and the most detailed depiction of World War 2 ever made. Customize your divisions in detail with more than 20 types of brigades New economic system makes it possible to buy weapons from abroad. Mobilization and reserves gives the option of surprise attacks, Blitzkrieg made real. Government-in-exile makes it possible to continue to struggle from abroad with underground movements and uprisings against the oppressing power. Strategic warfare system makes it more important to defend the skies and oceans against foreign attacks; leaving cities open to enemy bombing will now be devastating. A completely new intelligence system, with several types of intelligence sources, makes it possible to get information about enemy reserves and troop movements. Assign troops to 'theatres' on the map to fight two-front wars more successfully. The new AI system and more detailed map will allow for more strategic decisions. Flexible technology system with hundreds of categories, where major powers get their own unique attributes.",5506,55004.94,2927,5259,18,True,2009
East India Company,2009-07-31,9.99,0,Nitro Games,Nitro Games,Strategy,"In East India Company, players will enjoy building the World's most powerful trading empire &amp; engaging in vigorous battles in both single player &amp; multiplayer modes, all within a breathtaking cinematic game environment. Players will fight, manage, and rule nations from Europe to the Far East with eight nationalities to chose from: British, Dutch, French, Danish, Portuguese, Swedish, Spanish, and the Holy Roman Empire. Starting modestly, you will build your fleet, establish connections to far away countries, and keep the rivaling nations at bay. Choose from a wide array of ship classes, including a variety of transport and military vessels. Create diverse fleets and assign each of them specific trading routes. Control and upgrade well situated ports as you form your strategy for domination. Conflicts and wars are inevitable. When hostile fleets engage each other, the spectacular naval battles are fought from a real-time tactical level. Devastating broadsides are fired with a deafening roar and cannon balls tear through enemy ships and their crew. For greater tactical depth, command your ship and give independent orders to each of your fleets. Fight against the other European powers to create a trading empire that will rule above all others in this groundbreaking strategy war game! Features: Spectacular cinematic &amp; epic naval battles 2 Command Modes: Give orders to all your ships in RTS or take the helm of a single ship in Direct Command-mode. Unique combination of war &amp; trading State of the art diplomacy AI 8 playable nations: England, France, Holland, Portugal, Denmark, Sweden, Spain &amp; the Holy Roman Empire Over 10 realistic ship types; from small sloops and cutters to East Indiaman and warships Realistic yet fast-paced naval combat Hire fleet commanders who will gain new skills &amp; increase the abilities of your fleets Take over ports &amp; protect your shipping routes to create largest trading empire Multiplayer (Internet or LAN): Up to 8 simultaneous players Player statistics tracked on the EIC game server Several game modes with single &amp; team approach Raise your ranking by thwarting your opponents Head-to-Head missions are a true test of strategic skill FIGHT! Use Military might to build your trading empire Command ships &amp; fleets independently Wage war on the vast open sea Sink your rivals' ship or board them to take control MANAGE! Hire fleet commanders to boost your fleet's abilities User commander skills to give you an edge in battles Upgrade your ports with new buildings Buy &amp; Sell goods Establish profitable trading routes Open diplomatic relations or declare War Negotiate tense political situation RULE! Lead the most powerful company in history Take over colonies &amp; expand your empire Use well modeled diplomacy to exert your power Conquer strategic ports Accomplish missions ordered by your company or the Crown",152,1518.48,12,5266,3,True,2009
Wallace & Gromit’s Grand Adventures,2009-03-23,14.99,0,Telltale,Telltale,Adventure,"Enter the colorful world of West Wallaby Street in a series of four cracking adventures brought to you by Aardman Animations, the creators of the Wallace &amp; Gromit animated films, and award-winning Telltale Games. As with the brilliant Aardman films, each Wallace &amp; Gromit episode finds the earnest inventor and his faithful canine companion embarking on ambitious new ventures laced with unexpected (and always laugh-inducing) complications. Giant bees, kidnapped dogs, a beach resort in the cellar and the finale at the Prickly Thicket country club. Take the duo through trials and tribulations to set things right by tea time! Episode 1 – 'Fright Of the Bumblebees” Wallace attempts to save his bumbling honey business with supersized flowers. This leads to an unintended consequence - giant bees! - and Gromit must save the town from the angry swarm! Episode 2 – “The Last Resort” Wallace &amp; Gromit turn their basement into a beach resort when rains derail their holiday plans. After a resort guest gets bonked by an unknown assailant, Gromit and the deduct-o-matic invention must solve the case! Episode 3 – “Muzzled!” Town newcomer Monty Muzzle is holding a fundraiser to rebuild the local dog shelter. Gromit discovers that Muzzle's intentions aren't exactly charitable, and he must foil Muzzle's plot and rescue his canine friends. Episode 4 – “The Bogey Man” Wallace has been admitted to Prickly Thicket, the oldest country club in Lancashire. Wallace and his faithful caddie Gromit get caught up in a club dispute, then must fight to save all they hold dear!",0,0.0,0,5396,0,True,2009
Musaic Box,2009-03-19,4.99,259,KranX Productions,KranX Productions,"Indie,Casual","Uncover all of your grandfather's sheet music, hidden in his home amongst a treasure trove of gorgeous antiques and musical relics. Melodious music box games will let you piece these special compositions together and unleash their symphonious secrets. Unlock Creative Mode and write your own outstanding arrangements. With a house full of secrets and a box full of music the aural excitement never ends. Beautifully rendered graphics Entrancing musical score Unlock musical mysteries!",237,1182.63,203,5400,0,True,2009
STAR WARS™ Starfighter™,2009-07-08,5.99,45,LucasArts,"LucasArts,Lucasfilm,Disney","Action,Simulation","Join three heroic starfighter pilots in harrowing deep space and planetary missions to save the planet of Naboo. Rookie Naboo pilot Rhys Dallows, mercenary Vana Sage and alien pirate Nym form an unlikely alliance as they join together against an unexpected assault on the peaceful planet. Pilot three unique starfighters: the sleek Naboo starfighter, nimble Guardian Mantis and lethal Havoc. Engage in over 14 challenging missions to save Naboo: deep space dogfights, attack runs, escort missions, and more. Vast environments take you deep into Star Wars worlds: from enormous open plains of Naboo to the furthest reaches of space to the interior corridors of the Droid Control Ship.",576,3450.24,15,5289,0,True,2009
Nancy Drew®: Secret of the Old Clock,2009-10-10,6.99,0,HeR Interactive,HeR Interactive,Adventure,"Nancy Drew®: Secret of the Old Clock is a first-person perspective, point-and-click adventure game. The player is Nancy Drew and has to solve a mystery. Explore rich environments for clues, interrogate suspects, and solve puzzles and mini-games. The year is 1930. A fiery explosion at the Lilac Inn leaves its owner, Emily Crandall, teetering on the edge of sanity and propels you, as Nancy Drew, headlong into adventure. A will left behind by an eccentric millionaire could solve Emily’s problems, and fortunately, you’ve got a car and can drive anywhere you want. But watch out! When you’re on the trail of a desperate villain, the road can get very bumpy! Dare to Play.™ Drive Nancy’s blue roadster Go back in time to 1930 Play miniature golf Based on the first Nancy Drew book   About The Nancy Drew Adventure Series The original #1 selling PC adventure series. See a comparison of the Dossier and Adventure Series",158,1104.42,123,5195,0,True,2009
